virus,treatment,material,temperature,humidity,time,dilution,replicate,virus_detect,comment,experiment_id,material_id,titer_id
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-4,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,2
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,3
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,1,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,4
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,1,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,5
